order_id,customer_id,region_code,status,order_date
210,358,SOUTH,SHIPPED,2026-01-02 20:08:54
211,340,EAST,DELIVERED,2025-03-21 00:00:00
212,224,WEST,RETURNED,2025-10-15 14:44:03
213,10,EAST,PLACED,2025-07-17 18:32:13
214,247,SOUTH,RETURNED,2024-09-05 14:03:47
215,329,NORTH,CANCELLED,2025-06-01 00:00:00
216,263,EAST,RETURNED,2024-08-24 19:14:44
217,530,WEST,DELIVERED,2025-08-18 17:23:42
218,45,SOUTH,DELIVERED,2025-04-11 09:45:36
219,527,NORTH,PLACED,2024-12-13 15:09:46
220,551,NORTH,RETURNED,2025-12-05 00:00:00
221,68,SOUTH,SHIPPED,2026-06-08 10:33:00
222,435,SOUTH,PLACED,2025-09-27 07:09:45
223,446,SOUTH,PLACED,2024-08-24 01:29:04
224,471,NORTH,DELIVERED,2024-10-12 14:12:19
225,76,SOUTH,PLACED,2026-04-14 11:56:03
226,258,NORTH,RETURNED,2025-10-26 04:46:17
227,234,WEST,DELIVERED,2025-06-03 00:08:58
228,462,WEST,CANCELLED,2025-04-08 08:54:00
229,18,NORTH,CANCELLED,2025-09-25 00:43:58
230,7,NORTH,RETURNED,2026-03-15 18:49:27
231,600,NORTH,PLACED,2025-05-10 10:42:40
232,515,EAST,PLACED,2026-04-08 00:00:00
233,309,NORTH,RETURNED,2025-03-12 06:33:46
234,449,WEST,CANCELLED,2026-05-06 04:10:09
235,32,SOUTH,CANCELLED,2025-09-23 23:15:26
236,226,WEST,SHIPPED,2026-04-16 11:34:29
237,559,SOUTH,DELIVERED,2025-03-25 02:52:24
238,383,SOUTH,PLACED,2024-11-09 07:58:02
239,43,WEST,PLACED,2025-09-26 19:56:14
240,561,EAST,PLACED,2025-01-15 18:22:01
241,-1,WEST,SHIPPED,2026-07-10 00:49:39
242,525,SOUTH,SHIPPED,2024-12-26 12:34:13
243,227,EAST,RETURNED,2025-01-03 13:12:02
244,118,NORTH,SHIPPED,2026-05-28 21:42:53
245,563,NORTH,CANCELLED,2025-03-19 08:51:21
246,69,NORTH,DELIVERED,2025-01-05 22:49:41
247,595,EAST,CANCELLED,2025-05-10 00:14:20
248,132,NORTH,SHIPPED,2025-03-15 02:02:20
249,72,EAST,SHIPPED,2025-08-17 23:48:26
250,462,EAST,DELIVERED,2026-01-26 05:41:38
251,-1,EAST,SHIPPED,2026-04-24 23:18:44
252,324,SOUTH,CANCELLED,2024-08-09 08:46:13
253,321,SOUTH,SHIPPED,2026-02-09 19:03:05
254,-1,EAST,DELIVERED,2024-11-17 22:20:22
255,340,WEST,CANCELLED,2025-07-17 12:46:18
256,368,WEST,DELIVERED,2025-10-08 02:36:20
257,112,NORTH,SHIPPED,2026-05-21 10:51:22
258,288,SOUTH,SHIPPED,2025-02-26 01:44:49
259,79,NORTH,PLACED,2026-05-27 12:09:07
260,520,WEST,PLACED,2026-03-26 01:37:46
261,218,EAST,PLACED,2025-10-01 17:41:59
262,553,SOUTH,CANCELLED,2025-05-16 18:03:03
263,402,EAST,SHIPPED,2024-11-17 14:25:30
264,476,NORTH,RETURNED,2025-06-09 19:18:32
265,373,NORTH,RETURNED,2026-01-02 07:55:11
266,245,SOUTH,RETURNED,2026-03-16 18:02:30
267,527,WEST,SHIPPED,2024-12-07 06:49:06
268,184,SOUTH,RETURNED,2026-02-28 05:14:13
269,496,NORTH,DELIVERED,2025-01-22 13:46:53
270,500,NORTH,SHIPPED,2025-02-26 22:40:16
271,379,NORTH,SHIPPED,2026-01-06 22:02:11
272,212,EAST,RETURNED,2025-06-03 00:00:00
273,481,NORTH,CANCELLED,2024-09-05 14:34:29
274,-1,EAST,PLACED,2026-05-16 01:50:40
275,270,SOUTH,RETURNED,2025-05-25 04:08:26
276,388,NORTH,DELIVERED,2025-09-10 21:59:31
277,258,SOUTH,CANCELLED,2025-09-10 16:33:54
278,416,EAST,DELIVERED,2025-08-18 18:27:17
279,494,NORTH,RETURNED,2025-08-30 09:37:00
280,143,SOUTH,CANCELLED,2025-01-31 00:00:00
281,79,EAST,RETURNED,2025-01-16 21:39:43
282,154,SOUTH,SHIPPED,2025-05-13 23:01:21
283,122,WEST,SHIPPED,2026-04-27 16:03:04
284,339,WEST,PLACED,2026-01-12 01:53:10
285,491,SOUTH,CANCELLED,2025-11-07 11:50:17
286,166,NORTH,CANCELLED,2025-02-10 21:02:28
287,45,SOUTH,SHIPPED,2024-11-18 06:08:08
288,525,SOUTH,PLACED,2024-09-18 00:58:22
289,171,SOUTH,DELIVERED,2025-09-10 21:34:40
290,416,NORTH,RETURNED,2026-06-18 23:17:30
291,291,SOUTH,PLACED,2025-07-20 12:27:18
292,483,SOUTH,CANCELLED,2025-01-22 23:56:07
293,421,SOUTH,RETURNED,2026-04-14 19:24:52
294,597,EAST,SHIPPED,2024-12-13 21:15:23
295,351,NORTH,CANCELLED,2025-01-31 00:00:00
296,388,SOUTH,CANCELLED,2024-10-28 22:35:28
297,17,WEST,SHIPPED,2026-05-09 14:02:19
298,154,NORTH,RETURNED,2024-12-21 10:05:12
299,488,NORTH,RETURNED,2026-06-18 09:11:33
300,545,NORTH,RETURNED,2024-10-16 23:53:03
301,494,NORTH,SHIPPED,2026-07-03 07:24:38
302,442,WEST,RETURNED,2025-05-20 07:02:00
303,45,WEST,RETURNED,2025-01-30 20:37:52
304,494,EAST,CANCELLED,2025-11-06 03:20:58
305,590,WEST,PLACED,2024-11-17 00:00:00
306,261,SOUTH,CANCELLED,2026-07-13 11:55:05
307,86,WEST,DELIVERED,2025-02-21 00:00:00
308,194,NORTH,PLACED,2025-10-28 13:09:31
309,536,NORTH,PLACED,2025-05-23 21:45:40
310,211,WEST,DELIVERED,2025-05-13 23:53:45
311,110,WEST,SHIPPED,2025-12-24 16:57:11
312,600,EAST,DELIVERED,2026-05-31 16:37:21
313,-1,EAST,CANCELLED,2025-11-23 20:58:48
314,283,SOUTH,CANCELLED,2025-06-22 13:49:43
315,566,WEST,RETURNED,2024-12-22 10:16:20
316,380,WEST,RETURNED,2025-02-18 17:27:20
317,315,EAST,RETURNED,2026-03-29 22:43:43
318,408,NORTH,SHIPPED,2026-03-09 10:57:52
319,236,SOUTH,CANCELLED,2024-10-22 12:01:35
320,-1,WEST,RETURNED,2026-04-08 04:18:42
321,347,NORTH,RETURNED,2024-12-08 11:04:16
322,399,NORTH,PLACED,2026-05-07 01:17:30
323,149,WEST,CANCELLED,2024-10-13 01:45:32
324,66,SOUTH,DELIVERED,2025-05-20 15:33:55
325,-1,NORTH,RETURNED,2026-02-19 08:15:28
326,394,EAST,CANCELLED,2026-02-09 07:59:29
327,59,WEST,SHIPPED,2025-07-12 13:43:46
328,11,EAST,SHIPPED,2025-01-03 21:02:07
329,35,SOUTH,RETURNED,2025-11-26 10:40:12
330,174,EAST,PLACED,2025-02-07 10:45:51
331,-1,NORTH,SHIPPED,2025-03-07 22:32:00
332,410,WEST,DELIVERED,2025-06-16 12:51:04
333,206,NORTH,RETURNED,2026-02-28 23:59:06
334,-1,EAST,PLACED,2026-02-20 14:54:14
335,573,EAST,RETURNED,2025-05-02 12:06:09
336,284,SOUTH,SHIPPED,2025-07-24 20:01:11
337,414,NORTH,RETURNED,2025-02-24 10:05:39
338,180,NORTH,CANCELLED,2025-10-13 12:19:43
339,75,EAST,RETURNED,2025-04-26 16:07:15
340,120,EAST,RETURNED,2026-06-17 02:37:42
341,551,EAST,RETURNED,2026-01-26 19:22:18
342,454,WEST,CANCELLED,2026-03-26 15:55:34
343,250,WEST,DELIVERED,2026-01-17 00:32:35
344,472,NORTH,RETURNED,2025-08-14 23:16:21
345,120,NORTH,DELIVERED,2025-05-29 00:00:00
346,-1,EAST,SHIPPED,2025-06-21 22:52:29
347,362,NORTH,RETURNED,2026-01-31 22:54:07
348,270,EAST,SHIPPED,2024-10-16 00:00:00
349,409,NORTH,DELIVERED,2025-10-10 08:17:12
350,183,EAST,CANCELLED,2025-05-07 05:07:19
351,224,EAST,RETURNED,2024-12-25 14:02:47
352,195,SOUTH,CANCELLED,2025-02-04 00:49:50
353,248,SOUTH,DELIVERED,2025-01-30 15:26:08
354,-1,EAST,SHIPPED,2024-12-04 18:39:56
355,110,NORTH,PLACED,2026-01-12 12:44:54
356,505,NORTH,RETURNED,2026-03-22 00:00:00
357,555,WEST,PLACED,2025-05-20 22:18:08
358,323,EAST,CANCELLED,2025-08-21 19:58:20
359,188,EAST,RETURNED,2025-06-10 15:42:32
360,-1,SOUTH,RETURNED,2024-09-16 16:05:33
361,539,WEST,CANCELLED,2026-08-05 11:07:31
362,554,EAST,PLACED,2025-06-07 10:06:46
363,179,NORTH,CANCELLED,2026-01-29 22:55:10
364,531,EAST,CANCELLED,2026-01-22 22:30:48
365,9,SOUTH,PLACED,2025-05-27 07:44:53
366,-1,EAST,PLACED,2025-05-13 11:27:12
367,266,EAST,SHIPPED,2025-02-05 19:17:30
368,276,EAST,CANCELLED,2025-05-16 20:01:05
369,189,WEST,CANCELLED,2025-01-16 03:18:26
370,430,EAST,DELIVERED,2026-05-31 04:29:24
371,411,WEST,DELIVERED,2024-12-23 08:04:32
372,586,SOUTH,SHIPPED,2026-04-30 00:18:41
373,103,SOUTH,DELIVERED,2025-10-10 00:00:00
374,443,SOUTH,CANCELLED,2024-11-26 21:25:18
375,154,NORTH,CANCELLED,2024-12-20 18:53:44
376,432,SOUTH,CANCELLED,2026-06-30 10:27:53
377,530,EAST,RETURNED,2026-04-07 14:21:52
378,499,EAST,DELIVERED,2025-10-16 05:43:03
379,582,WEST,PLACED,2024-10-21 11:43:17
380,168,SOUTH,PLACED,2026-04-29 17:21:57
381,261,NORTH,CANCELLED,2025-07-21 00:35:56
382,343,EAST,DELIVERED,2025-05-12 11:17:56
383,574,EAST,RETURNED,2025-04-29 21:56:14
384,21,NORTH,CANCELLED,2025-05-05 07:29:54
385,204,SOUTH,RETURNED,2026-04-03 16:42:48
386,292,EAST,DELIVERED,2026-01-10 11:55:17
387,-1,WEST,CANCELLED,2026-06-27 14:38:54
388,81,EAST,CANCELLED,2025-07-31 19:39:46
389,149,EAST,SHIPPED,2025-06-29 05:55:36
390,586,NORTH,CANCELLED,2024-10-06 01:27:02
391,166,SOUTH,DELIVERED,2025-04-06 02:25:36
392,325,EAST,DELIVERED,2025-11-18 19:53:28
393,405,WEST,DELIVERED,2026-04-04 05:06:31
394,372,WEST,RETURNED,2025-06-23 04:00:46
395,172,NORTH,SHIPPED,2024-11-10 17:36:37
396,241,NORTH,DELIVERED,2025-01-16 04:02:04
397,171,NORTH,CANCELLED,2024-10-18 19:56:52
398,66,NORTH,CANCELLED,2024-08-26 02:10:30
399,407,NORTH,RETURNED,2024-10-25 08:03:48
400,-1,SOUTH,RETURNED,2024-10-10 02:22:24
401,400,SOUTH,DELIVERED,2025-02-13 18:30:10
402,291,SOUTH,CANCELLED,2024-11-15 13:52:48
403,540,NORTH,SHIPPED,2024-09-01 22:02:01
404,366,WEST,DELIVERED,2025-08-03 11:48:54
405,554,WEST,DELIVERED,2024-11-18 13:25:18
406,553,WEST,SHIPPED,2025-12-08 18:16:33
407,578,EAST,CANCELLED,2026-07-12 14:15:11
408,356,SOUTH,CANCELLED,2026-04-22 15:32:15
409,92,EAST,CANCELLED,2025-05-16 17:23:34
410,423,SOUTH,DELIVERED,2025-03-29 09:42:24
411,11,SOUTH,PLACED,2025-04-29 17:10:37
412,294,NORTH,CANCELLED,2026-01-21 00:00:00
413,504,EAST,CANCELLED,2024-08-12 16:56:29
414,441,SOUTH,DELIVERED,2026-04-16 11:31:05
415,8,EAST,RETURNED,2024-12-30 01:54:55
416,422,WEST,RETURNED,2025-06-08 05:24:34
417,256,WEST,SHIPPED,2026-05-11 01:41:36
418,388,EAST,SHIPPED,2024-10-06 03:16:26
419,433,EAST,SHIPPED,2025-03-14 17:27:31
420,545,WEST,DELIVERED,2024-12-29 15:16:59
421,71,SOUTH,SHIPPED,2025-03-18 13:08:42
422,-1,WEST,CANCELLED,2025-03-04 23:38:43
423,504,EAST,SHIPPED,2024-08-20 16:15:14
424,156,NORTH,PLACED,2024-12-28 00:49:31
425,105,EAST,DELIVERED,2024-11-10 17:35:49
426,449,SOUTH,PLACED,2024-10-14 16:05:28
427,155,WEST,PLACED,2025-01-21 07:22:36
428,351,EAST,CANCELLED,2026-04-07 21:40:45
429,511,WEST,DELIVERED,2026-01-28 22:30:13
430,33,NORTH,DELIVERED,2026-05-22 19:32:24
431,150,EAST,PLACED,2026-03-31 01:54:56
432,-1,WEST,PLACED,2024-12-24 16:02:11
433,-1,WEST,DELIVERED,2026-05-10 22:26:05
434,13,SOUTH,PLACED,2025-05-31 11:51:00
435,454,NORTH,SHIPPED,2025-01-07 07:40:46
436,472,SOUTH,PLACED,2025-08-07 20:48:16
437,399,EAST,DELIVERED,2024-12-06 19:25:44
438,44,NORTH,RETURNED,2025-02-18 00:00:00
439,493,SOUTH,DELIVERED,2025-05-12 13:32:14
440,54,NORTH,SHIPPED,2025-02-04 21:25:10
441,445,NORTH,DELIVERED,2024-12-13 14:31:14
442,283,NORTH,RETURNED,2025-06-09 01:05:56
443,249,NORTH,PLACED,2025-10-30 22:45:29
444,487,SOUTH,RETURNED,2025-05-21 02:04:13
445,92,SOUTH,SHIPPED,2025-08-28 21:52:01
446,94,EAST,RETURNED,2026-07-29 14:58:35
447,62,EAST,PLACED,2025-12-19 00:00:00
448,158,NORTH,RETURNED,2024-11-11 08:17:28
449,500,EAST,SHIPPED,2025-10-13 07:06:14
450,356,SOUTH,CANCELLED,2024-08-22 04:44:35
451,387,SOUTH,DELIVERED,2025-02-16 08:00:50
452,41,WEST,CANCELLED,2025-10-13 19:40:29
453,302,WEST,RETURNED,2024-12-31 00:22:31
454,581,EAST,SHIPPED,2025-04-14 00:32:46
455,480,SOUTH,DELIVERED,2024-09-28 02:39:00
456,544,WEST,SHIPPED,2025-03-23 06:26:07
457,270,EAST,RETURNED,2025-07-24 07:20:35
458,1,WEST,RETURNED,2026-02-26 11:04:08
459,190,EAST,PLACED,2026-03-31 08:41:41
460,245,NORTH,DELIVERED,2025-12-29 22:06:05
461,552,SOUTH,CANCELLED,2025-09-16 16:03:57
462,510,SOUTH,RETURNED,2025-11-24 18:34:38
463,290,WEST,DELIVERED,2025-12-16 10:00:45
464,330,NORTH,PLACED,2025-09-15 23:51:44
465,69,SOUTH,PLACED,2024-12-22 08:45:57
466,33,NORTH,SHIPPED,2025-08-17 14:39:19
467,197,NORTH,PLACED,2025-10-23 03:08:09
468,398,EAST,CANCELLED,2024-09-12 17:43:11
469,376,NORTH,SHIPPED,2024-08-15 18:38:24
470,214,NORTH,CANCELLED,2025-08-04 03:57:08
471,63,WEST,DELIVERED,2026-05-06 02:22:56
472,-1,EAST,PLACED,2025-09-20 12:21:38
473,42,EAST,PLACED,2024-10-05 03:31:05
474,222,NORTH,RETURNED,2024-10-23 05:40:13
475,237,WEST,RETURNED,2024-12-30 18:29:44
476,198,SOUTH,RETURNED,2025-10-22 08:47:00
477,184,WEST,RETURNED,2026-03-08 03:09:56
478,109,EAST,RETURNED,2026-01-11 12:09:00
479,470,NORTH,CANCELLED,2024-12-13 04:14:54
480,185,WEST,RETURNED,2025-09-01 14:51:10
481,-1,WEST,SHIPPED,2026-07-31 16:46:15
482,361,EAST,DELIVERED,2026-05-23 19:55:04
483,381,WEST,CANCELLED,2026-05-09 07:20:32
484,332,SOUTH,RETURNED,2025-10-17 00:28:32
485,559,WEST,SHIPPED,2026-03-23 08:31:59
486,564,EAST,DELIVERED,2025-07-23 00:06:34
487,459,NORTH,CANCELLED,2026-02-20 00:00:00
488,36,NORTH,DELIVERED,2025-09-11 15:38:07
489,139,NORTH,DELIVERED,2025-03-26 21:19:41
490,228,EAST,SHIPPED,2024-08-22 11:14:25
491,283,SOUTH,RETURNED,2024-10-17 20:20:13
492,39,EAST,CANCELLED,2024-12-04 20:44:41
493,142,EAST,DELIVERED,2026-06-27 14:30:57
494,597,SOUTH,SHIPPED,2025-02-20 15:25:43
