order_id,customer_id,region_code,status,order_date
50,537.0,NORTH,RETURNED,2024-12-18 13:23:47
51,198.0,NORTH,SHIPPED,2025-02-15 09:31:59
52,34.0,NORTH,CANCELLED,2026-07-19 16:02:13
53,370.0,EAST,SHIPPED,2025-05-18 17:16:30
54,476.0,WEST,RETURNED,2025-12-12 03:35:41
55,127.0,SOUTH,PLACED,2025-05-21 21:58:52
56,501.0,WEST,RETURNED,2024-12-21 13:05:50
57,486.0,EAST,RETURNED,2025-04-29 23:57:50
58,,NORTH,DELIVERED,2025-03-15 00:46:33
59,29.0,NORTH,CANCELLED,2024-12-10 03:30:41
60,586.0,SOUTH,SHIPPED,2025-12-21 10:44:00
61,231.0,EAST,SHIPPED,2025-12-24 17:09:56
62,420.0,NORTH,RETURNED,2026-06-08 04:34:03
63,10.0,SOUTH,CANCELLED,2025-12-21 10:34:40
64,178.0,NORTH,RETURNED,2025-01-26 10:04:23
65,259.0,EAST,RETURNED,2026-02-10 05:08:35
66,282.0,WEST,CANCELLED,2026-05-29 01:24:51
67,358.0,EAST,CANCELLED,2025-01-22 02:24:32
68,,WEST,DELIVERED,2025-11-02 14:19:40
69,105.0,EAST,PLACED,15-10-2025
70,290.0,NORTH,DELIVERED,2025-08-14 18:57:09
71,66.0,EAST,DELIVERED,2025-12-16 04:14:56
72,333.0,EAST,DELIVERED,2025-12-28 05:39:12
73,306.0,SOUTH,SHIPPED,2025-09-11 09:44:55
74,247.0,WEST,PLACED,2025-12-31 15:52:30
75,328.0,NORTH,SHIPPED,2025-12-27 16:14:58
76,510.0,EAST,DELIVERED,2026-07-11 00:45:15
77,429.0,WEST,CANCELLED,2026-02-28 20:22:45
78,37.0,SOUTH,RETURNED,29-04-2025
79,228.0,WEST,RETURNED,2026-07-10 17:34:34
80,368.0,EAST,RETURNED,2026-05-24 06:27:16
81,175.0,SOUTH,RETURNED,2025-03-21 19:13:45
82,100.0,SOUTH,CANCELLED,2026-03-04 02:25:36
83,265.0,SOUTH,RETURNED,2026-01-15 13:27:15
84,344.0,SOUTH,PLACED,2025-05-08 13:39:36
85,229.0,WEST,DELIVERED,2026-04-09 17:46:04
86,340.0,EAST,DELIVERED,2025-11-03 10:31:35
87,,NORTH,CANCELLED,2025-08-06 02:08:05
88,55.0,NORTH,RETURNED,2025-08-07 09:30:37
89,200.0,NORTH,RETURNED,2026-06-10 10:01:39
90,391.0,EAST,RETURNED,2025-06-22 11:34:29
91,56.0,SOUTH,SHIPPED,2025-01-08 04:29:47
92,351.0,WEST,CANCELLED,2024-11-24 20:35:21
93,324.0,NORTH,SHIPPED,2025-08-19 07:51:47
94,341.0,EAST,SHIPPED,2025-12-11 10:36:56
95,60.0,WEST,PLACED,06-03-2025
96,215.0,SOUTH,SHIPPED,2025-08-20 21:04:33
97,91.0,WEST,SHIPPED,2025-12-10 15:45:40
98,440.0,WEST,CANCELLED,11-08-2025
99,393.0,NORTH,PLACED,2025-09-24 05:07:35
100,205.0,NORTH,DELIVERED,2026-06-29 10:54:06
101,,SOUTH,RETURNED,2024-08-19 12:40:41
102,5.0,SOUTH,SHIPPED,2026-01-26 06:56:08
103,,SOUTH,DELIVERED,2024-10-24 09:19:03
104,393.0,EAST,RETURNED,2024-12-13 08:10:46
105,67.0,EAST,PLACED,2025-03-19 12:07:13
106,467.0,EAST,RETURNED,2025-07-08 10:48:11
107,138.0,WEST,DELIVERED,2025-05-11 15:37:09
108,193.0,WEST,SHIPPED,2024-08-20 11:12:30
109,234.0,SOUTH,SHIPPED,2025-01-16 15:34:07
110,23.0,SOUTH,RETURNED,2024-11-09 06:36:11
111,376.0,WEST,PLACED,2026-06-17 10:39:52
112,262.0,NORTH,RETURNED,2025-11-09 22:14:40
113,50.0,NORTH,PLACED,2024-09-12 01:51:50
114,119.0,WEST,CANCELLED,2025-05-27 23:08:29
115,127.0,EAST,RETURNED,2025-08-09 02:05:10
116,157.0,NORTH,SHIPPED,2025-03-27 11:54:54
117,431.0,EAST,PLACED,2025-12-02 08:29:22
118,,NORTH,CANCELLED,2025-09-06 23:19:44
119,121.0,NORTH,DELIVERED,2026-04-07 03:41:07
120,109.0,SOUTH,CANCELLED,2025-11-21 15:18:50
121,205.0,SOUTH,DELIVERED,2025-05-10 14:50:38
122,420.0,SOUTH,DELIVERED,2024-09-05 05:16:23
123,562.0,SOUTH,CANCELLED,2026-01-22 03:44:53
124,493.0,SOUTH,DELIVERED,2024-08-07 17:44:15
125,14.0,NORTH,PLACED,2026-05-16 08:33:12
126,588.0,SOUTH,CANCELLED,2024-10-14 13:57:36
127,524.0,NORTH,PLACED,2026-07-09 09:00:27
128,263.0,WEST,SHIPPED,2025-03-23 12:57:03
129,271.0,NORTH,CANCELLED,2024-10-22 03:16:13
130,179.0,EAST,PLACED,2025-05-12 09:35:07
131,321.0,NORTH,CANCELLED,2024-10-18 09:35:50
132,47.0,SOUTH,PLACED,2026-01-02 20:31:53
133,175.0,EAST,DELIVERED,2026-07-01 09:54:03
134,449.0,EAST,RETURNED,2026-06-18 22:40:06
135,96.0,EAST,DELIVERED,2024-12-25 15:37:50
136,117.0,WEST,CANCELLED,2025-07-26 05:11:43
137,279.0,WEST,CANCELLED,2026-04-18 21:53:50
138,432.0,NORTH,SHIPPED,2024-11-16 12:53:32
139,61.0,NORTH,SHIPPED,2025-06-24 18:00:58
140,495.0,WEST,RETURNED,2024-12-24 09:38:21
141,389.0,NORTH,DELIVERED,2026-06-06 14:16:31
142,134.0,WEST,CANCELLED,2024-11-01 08:00:16
143,422.0,NORTH,CANCELLED,2024-09-23 19:22:01
144,268.0,NORTH,DELIVERED,2026-02-03 20:48:00
145,538.0,SOUTH,RETURNED,2026-01-07 21:30:04
146,347.0,NORTH,RETURNED,2025-07-07 19:34:02
147,255.0,EAST,CANCELLED,2026-01-03 03:09:38
148,395.0,NORTH,SHIPPED,2024-08-14 15:46:24
149,161.0,WEST,RETURNED,2026-05-29 06:43:36
150,508.0,NORTH,SHIPPED,2026-03-12 06:22:04
151,504.0,SOUTH,DELIVERED,2025-04-19 15:01:27
152,285.0,SOUTH,PLACED,2025-10-07 04:40:43
153,388.0,SOUTH,CANCELLED,2024-10-05 20:12:22
154,471.0,WEST,CANCELLED,2024-10-12 23:30:23
155,511.0,EAST,CANCELLED,2024-11-05 19:33:12
156,510.0,NORTH,PLACED,2025-06-14 23:21:28
157,423.0,NORTH,PLACED,2026-05-09 02:45:09
158,94.0,EAST,RETURNED,2026-06-27 23:34:02
159,521.0,SOUTH,RETURNED,2025-12-27 01:15:03
160,468.0,EAST,DELIVERED,2026-05-08 15:36:34
161,56.0,WEST,SHIPPED,2025-04-20 11:06:56
162,574.0,WEST,RETURNED,2026-02-13 06:10:19
163,373.0,NORTH,CANCELLED,2024-10-20 07:03:18
164,228.0,EAST,PLACED,2025-05-08 10:58:04
165,299.0,EAST,RETURNED,2026-02-01 22:42:59
166,109.0,SOUTH,PLACED,2025-08-23 02:06:41
167,144.0,NORTH,CANCELLED,2025-02-19 02:59:37
168,201.0,NORTH,SHIPPED,2026-07-29 03:11:07
169,403.0,WEST,SHIPPED,2026-05-08 01:30:02
170,196.0,NORTH,DELIVERED,2026-03-16 16:59:03
171,425.0,NORTH,PLACED,28-03-2026
172,462.0,SOUTH,CANCELLED,2025-08-28 01:32:14
173,5.0,NORTH,RETURNED,2025-10-09 07:35:01
174,,WEST,RETURNED,2026-07-24 14:13:10
175,521.0,SOUTH,SHIPPED,2026-02-24 00:06:17
176,132.0,WEST,PLACED,2025-12-29 07:47:32
177,330.0,WEST,RETURNED,2025-06-26 19:10:26
178,255.0,WEST,DELIVERED,2025-04-28 22:02:55
179,302.0,SOUTH,CANCELLED,2024-11-20 22:33:34
180,423.0,EAST,RETURNED,2026-05-22 10:44:38
181,561.0,SOUTH,DELIVERED,2025-01-08 15:32:29
182,215.0,EAST,RETURNED,2026-01-20 22:03:35
183,354.0,SOUTH,SHIPPED,2025-08-31 23:57:07
184,556.0,NORTH,DELIVERED,2026-03-19 12:34:18
185,361.0,WEST,RETURNED,2025-11-01 06:59:37
186,585.0,EAST,CANCELLED,2026-06-18 04:03:31
187,433.0,NORTH,PLACED,2024-08-25 05:48:15
188,391.0,NORTH,SHIPPED,2026-01-08 05:08:27
189,58.0,EAST,SHIPPED,2026-03-11 07:09:35
190,165.0,EAST,DELIVERED,2024-11-27 08:19:13
191,64.0,SOUTH,DELIVERED,2026-03-13 22:42:24
192,555.0,EAST,PLACED,2026-04-29 21:14:45
193,464.0,SOUTH,PLACED,2026-03-05 06:16:26
194,575.0,SOUTH,CANCELLED,2025-09-06 10:58:46
195,295.0,WEST,PLACED,2025-06-02 15:14:23
196,427.0,NORTH,DELIVERED,2024-08-15 16:23:13
197,258.0,WEST,SHIPPED,2026-05-12 06:42:39
198,231.0,SOUTH,DELIVERED,2026-03-31 11:07:17
199,199.0,WEST,DELIVERED,2024-12-21 10:09:21
200,77.0,SOUTH,SHIPPED,2026-02-27 13:34:20
201,527.0,WEST,PLACED,2024-09-06 04:10:28
202,439.0,EAST,DELIVERED,2024-11-14 15:18:48
203,165.0,EAST,RETURNED,2024-08-09 23:55:49
204,339.0,SOUTH,CANCELLED,2024-09-05 15:14:38
205,158.0,NORTH,DELIVERED,2026-03-29 12:46:58
206,309.0,EAST,CANCELLED,2024-10-01 05:17:38
207,326.0,SOUTH,RETURNED,26-12-2024
208,534.0,SOUTH,PLACED,2025-06-24 16:13:04
209,557.0,WEST,RETURNED,2024-10-16 00:41:12
210,358.0,SOUTH,SHIPPED,2026-01-02 20:08:54
211,340.0,EAST,DELIVERED,21-03-2025
212,224.0,WEST,RETURNED,2025-10-15 14:44:03
213,10.0,EAST,PLACED,2025-07-17 18:32:13
214,247.0,SOUTH,RETURNED,2024-09-05 14:03:47
215,329.0,NORTH,CANCELLED,01-06-2025
216,263.0,EAST,RETURNED,2024-08-24 19:14:44
217,530.0,WEST,DELIVERED,2025-08-18 17:23:42
218,45.0,SOUTH,DELIVERED,2025-04-11 09:45:36
219,527.0,NORTH,PLACED,2024-12-13 15:09:46
220,551.0,NORTH,RETURNED,05-12-2025
221,68.0,SOUTH,SHIPPED,2026-06-08 10:33:00
222,435.0,SOUTH,PLACED,2025-09-27 07:09:45
223,446.0,SOUTH,PLACED,2024-08-24 01:29:04
224,471.0,NORTH,DELIVERED,2024-10-12 14:12:19
225,76.0,SOUTH,PLACED,2026-04-14 11:56:03
226,258.0,NORTH,RETURNED,2025-10-26 04:46:17
227,234.0,WEST,DELIVERED,2025-06-03 00:08:58
228,462.0,WEST,CANCELLED,2025-04-08 08:54:00
229,18.0,NORTH,CANCELLED,2025-09-25 00:43:58
230,7.0,NORTH,RETURNED,2026-03-15 18:49:27
231,600.0,NORTH,PLACED,2025-05-10 10:42:40
232,515.0,EAST,PLACED,08-04-2026
233,309.0,NORTH,RETURNED,2025-03-12 06:33:46
234,449.0,WEST,CANCELLED,2026-05-06 04:10:09
235,32.0,SOUTH,CANCELLED,2025-09-23 23:15:26
236,226.0,WEST,SHIPPED,2026-04-16 11:34:29
237,559.0,SOUTH,DELIVERED,2025-03-25 02:52:24
238,383.0,SOUTH,PLACED,2024-11-09 07:58:02
239,43.0,WEST,PLACED,2025-09-26 19:56:14
240,561.0,EAST,PLACED,2025-01-15 18:22:01
241,,WEST,SHIPPED,2026-07-10 00:49:39
242,525.0,SOUTH,SHIPPED,2024-12-26 12:34:13
243,227.0,EAST,RETURNED,2025-01-03 13:12:02
244,118.0,NORTH,SHIPPED,2026-05-28 21:42:53
245,563.0,NORTH,CANCELLED,2025-03-19 08:51:21
246,69.0,NORTH,DELIVERED,2025-01-05 22:49:41
247,595.0,EAST,CANCELLED,2025-05-10 00:14:20
248,132.0,NORTH,SHIPPED,2025-03-15 02:02:20
249,72.0,EAST,SHIPPED,2025-08-17 23:48:26
250,462.0,EAST,DELIVERED,2026-01-26 05:41:38
251,,EAST,SHIPPED,2026-04-24 23:18:44
252,324.0,SOUTH,CANCELLED,2024-08-09 08:46:13
253,321.0,SOUTH,SHIPPED,2026-02-09 19:03:05
254,,EAST,DELIVERED,2024-11-17 22:20:22
255,340.0,WEST,CANCELLED,2025-07-17 12:46:18
256,368.0,WEST,DELIVERED,2025-10-08 02:36:20
257,112.0,NORTH,SHIPPED,2026-05-21 10:51:22
258,288.0,SOUTH,SHIPPED,2025-02-26 01:44:49
259,79.0,NORTH,PLACED,2026-05-27 12:09:07
260,520.0,WEST,PLACED,2026-03-26 01:37:46
261,218.0,EAST,PLACED,2025-10-01 17:41:59
262,553.0,SOUTH,CANCELLED,2025-05-16 18:03:03
263,402.0,EAST,SHIPPED,2024-11-17 14:25:30
264,476.0,NORTH,RETURNED,2025-06-09 19:18:32
265,373.0,NORTH,RETURNED,2026-01-02 07:55:11
266,245.0,SOUTH,RETURNED,2026-03-16 18:02:30
267,527.0,WEST,SHIPPED,2024-12-07 06:49:06
268,184.0,SOUTH,RETURNED,2026-02-28 05:14:13
269,496.0,NORTH,DELIVERED,2025-01-22 13:46:53
270,500.0,NORTH,SHIPPED,2025-02-26 22:40:16
271,379.0,NORTH,SHIPPED,2026-01-06 22:02:11
272,212.0,EAST,RETURNED,03-06-2025
273,481.0,NORTH,CANCELLED,2024-09-05 14:34:29
274,,EAST,PLACED,2026-05-16 01:50:40
275,270.0,SOUTH,RETURNED,2025-05-25 04:08:26
276,388.0,NORTH,DELIVERED,2025-09-10 21:59:31
277,258.0,SOUTH,CANCELLED,2025-09-10 16:33:54
278,416.0,EAST,DELIVERED,2025-08-18 18:27:17
279,494.0,NORTH,RETURNED,2025-08-30 09:37:00
280,143.0,SOUTH,CANCELLED,31-01-2025
281,79.0,EAST,RETURNED,2025-01-16 21:39:43
282,154.0,SOUTH,SHIPPED,2025-05-13 23:01:21
283,122.0,WEST,SHIPPED,2026-04-27 16:03:04
284,339.0,WEST,PLACED,2026-01-12 01:53:10
285,491.0,SOUTH,CANCELLED,2025-11-07 11:50:17
286,166.0,NORTH,CANCELLED,2025-02-10 21:02:28
287,45.0,SOUTH,SHIPPED,2024-11-18 06:08:08
288,525.0,SOUTH,PLACED,2024-09-18 00:58:22
289,171.0,SOUTH,DELIVERED,2025-09-10 21:34:40
290,416.0,NORTH,RETURNED,2026-06-18 23:17:30
291,291.0,SOUTH,PLACED,2025-07-20 12:27:18
292,483.0,SOUTH,CANCELLED,2025-01-22 23:56:07
293,421.0,SOUTH,RETURNED,2026-04-14 19:24:52
294,597.0,EAST,SHIPPED,2024-12-13 21:15:23
295,351.0,NORTH,CANCELLED,31-01-2025
296,388.0,SOUTH,CANCELLED,2024-10-28 22:35:28
297,17.0,WEST,SHIPPED,2026-05-09 14:02:19
298,154.0,NORTH,RETURNED,2024-12-21 10:05:12
299,488.0,NORTH,RETURNED,2026-06-18 09:11:33
300,545.0,NORTH,RETURNED,2024-10-16 23:53:03
301,494.0,NORTH,SHIPPED,2026-07-03 07:24:38
302,442.0,WEST,RETURNED,2025-05-20 07:02:00
303,45.0,WEST,RETURNED,2025-01-30 20:37:52
304,494.0,EAST,CANCELLED,2025-11-06 03:20:58
305,590.0,WEST,PLACED,17-11-2024
306,261.0,SOUTH,CANCELLED,2026-07-13 11:55:05
307,86.0,WEST,DELIVERED,21-02-2025
308,194.0,NORTH,PLACED,2025-10-28 13:09:31
309,536.0,NORTH,PLACED,2025-05-23 21:45:40
310,211.0,WEST,DELIVERED,2025-05-13 23:53:45
311,110.0,WEST,SHIPPED,2025-12-24 16:57:11
312,600.0,EAST,DELIVERED,2026-05-31 16:37:21
313,,EAST,CANCELLED,2025-11-23 20:58:48
314,283.0,SOUTH,CANCELLED,2025-06-22 13:49:43
315,566.0,WEST,RETURNED,2024-12-22 10:16:20
316,380.0,WEST,RETURNED,2025-02-18 17:27:20
317,315.0,EAST,RETURNED,2026-03-29 22:43:43
318,408.0,NORTH,SHIPPED,2026-03-09 10:57:52
319,236.0,SOUTH,CANCELLED,2024-10-22 12:01:35
320,,WEST,RETURNED,2026-04-08 04:18:42
321,347.0,NORTH,RETURNED,2024-12-08 11:04:16
322,399.0,NORTH,PLACED,2026-05-07 01:17:30
323,149.0,WEST,CANCELLED,2024-10-13 01:45:32
324,66.0,SOUTH,DELIVERED,2025-05-20 15:33:55
325,,NORTH,RETURNED,2026-02-19 08:15:28
326,394.0,EAST,CANCELLED,2026-02-09 07:59:29
327,59.0,WEST,SHIPPED,2025-07-12 13:43:46
328,11.0,EAST,SHIPPED,2025-01-03 21:02:07
329,35.0,SOUTH,RETURNED,2025-11-26 10:40:12
330,174.0,EAST,PLACED,2025-02-07 10:45:51
331,,NORTH,SHIPPED,2025-03-07 22:32:00
332,410.0,WEST,DELIVERED,2025-06-16 12:51:04
333,206.0,NORTH,RETURNED,2026-02-28 23:59:06
334,,EAST,PLACED,2026-02-20 14:54:14
335,573.0,EAST,RETURNED,2025-05-02 12:06:09
336,284.0,SOUTH,SHIPPED,2025-07-24 20:01:11
337,414.0,NORTH,RETURNED,2025-02-24 10:05:39
338,180.0,NORTH,CANCELLED,2025-10-13 12:19:43
339,75.0,EAST,RETURNED,2025-04-26 16:07:15
340,120.0,EAST,RETURNED,2026-06-17 02:37:42
341,551.0,EAST,RETURNED,2026-01-26 19:22:18
342,454.0,WEST,CANCELLED,2026-03-26 15:55:34
343,250.0,WEST,DELIVERED,2026-01-17 00:32:35
344,472.0,NORTH,RETURNED,2025-08-14 23:16:21
345,120.0,NORTH,DELIVERED,29-05-2025
346,,EAST,SHIPPED,2025-06-21 22:52:29
347,362.0,NORTH,RETURNED,2026-01-31 22:54:07
348,270.0,EAST,SHIPPED,16-10-2024
349,409.0,NORTH,DELIVERED,2025-10-10 08:17:12
350,183.0,EAST,CANCELLED,2025-05-07 05:07:19
351,224.0,EAST,RETURNED,2024-12-25 14:02:47
352,195.0,SOUTH,CANCELLED,2025-02-04 00:49:50
353,248.0,SOUTH,DELIVERED,2025-01-30 15:26:08
354,,EAST,SHIPPED,2024-12-04 18:39:56
355,110.0,NORTH,PLACED,2026-01-12 12:44:54
356,505.0,NORTH,RETURNED,22-03-2026
357,555.0,WEST,PLACED,2025-05-20 22:18:08
358,323.0,EAST,CANCELLED,2025-08-21 19:58:20
359,188.0,EAST,RETURNED,2025-06-10 15:42:32
360,,SOUTH,RETURNED,2024-09-16 16:05:33
361,539.0,WEST,CANCELLED,2026-08-05 11:07:31
362,554.0,EAST,PLACED,2025-06-07 10:06:46
363,179.0,NORTH,CANCELLED,2026-01-29 22:55:10
364,531.0,EAST,CANCELLED,2026-01-22 22:30:48
365,9.0,SOUTH,PLACED,2025-05-27 07:44:53
366,,EAST,PLACED,2025-05-13 11:27:12
367,266.0,EAST,SHIPPED,2025-02-05 19:17:30
368,276.0,EAST,CANCELLED,2025-05-16 20:01:05
369,189.0,WEST,CANCELLED,2025-01-16 03:18:26
370,430.0,EAST,DELIVERED,2026-05-31 04:29:24
371,411.0,WEST,DELIVERED,2024-12-23 08:04:32
372,586.0,SOUTH,SHIPPED,2026-04-30 00:18:41
373,103.0,SOUTH,DELIVERED,10-10-2025
374,443.0,SOUTH,CANCELLED,2024-11-26 21:25:18
375,154.0,NORTH,CANCELLED,2024-12-20 18:53:44
376,432.0,SOUTH,CANCELLED,2026-06-30 10:27:53
377,530.0,EAST,RETURNED,2026-04-07 14:21:52
378,499.0,EAST,DELIVERED,2025-10-16 05:43:03
379,582.0,WEST,PLACED,2024-10-21 11:43:17
380,168.0,SOUTH,PLACED,2026-04-29 17:21:57
381,261.0,NORTH,CANCELLED,2025-07-21 00:35:56
382,343.0,EAST,DELIVERED,2025-05-12 11:17:56
383,574.0,EAST,RETURNED,2025-04-29 21:56:14
384,21.0,NORTH,CANCELLED,2025-05-05 07:29:54
385,204.0,SOUTH,RETURNED,2026-04-03 16:42:48
386,292.0,EAST,DELIVERED,2026-01-10 11:55:17
387,,WEST,CANCELLED,2026-06-27 14:38:54
388,81.0,EAST,CANCELLED,2025-07-31 19:39:46
389,149.0,EAST,SHIPPED,2025-06-29 05:55:36
390,586.0,NORTH,CANCELLED,2024-10-06 01:27:02
391,166.0,SOUTH,DELIVERED,2025-04-06 02:25:36
392,325.0,EAST,DELIVERED,2025-11-18 19:53:28
393,405.0,WEST,DELIVERED,2026-04-04 05:06:31
394,372.0,WEST,RETURNED,2025-06-23 04:00:46
395,172.0,NORTH,SHIPPED,2024-11-10 17:36:37
396,241.0,NORTH,DELIVERED,2025-01-16 04:02:04
397,171.0,NORTH,CANCELLED,2024-10-18 19:56:52
398,66.0,NORTH,CANCELLED,2024-08-26 02:10:30
399,407.0,NORTH,RETURNED,2024-10-25 08:03:48
400,,SOUTH,RETURNED,2024-10-10 02:22:24
401,400.0,SOUTH,DELIVERED,2025-02-13 18:30:10
402,291.0,SOUTH,CANCELLED,2024-11-15 13:52:48
403,540.0,NORTH,SHIPPED,2024-09-01 22:02:01
404,366.0,WEST,DELIVERED,2025-08-03 11:48:54
405,554.0,WEST,DELIVERED,2024-11-18 13:25:18
406,553.0,WEST,SHIPPED,2025-12-08 18:16:33
407,578.0,EAST,CANCELLED,2026-07-12 14:15:11
408,356.0,SOUTH,CANCELLED,2026-04-22 15:32:15
409,92.0,EAST,CANCELLED,2025-05-16 17:23:34
410,423.0,SOUTH,DELIVERED,2025-03-29 09:42:24
411,11.0,SOUTH,PLACED,2025-04-29 17:10:37
412,294.0,NORTH,CANCELLED,21-01-2026
413,504.0,EAST,CANCELLED,2024-08-12 16:56:29
414,441.0,SOUTH,DELIVERED,2026-04-16 11:31:05
415,8.0,EAST,RETURNED,2024-12-30 01:54:55
416,422.0,WEST,RETURNED,2025-06-08 05:24:34
417,256.0,WEST,SHIPPED,2026-05-11 01:41:36
418,388.0,EAST,SHIPPED,2024-10-06 03:16:26
419,433.0,EAST,SHIPPED,2025-03-14 17:27:31
420,545.0,WEST,DELIVERED,2024-12-29 15:16:59
421,71.0,SOUTH,SHIPPED,2025-03-18 13:08:42
422,,WEST,CANCELLED,2025-03-04 23:38:43
423,504.0,EAST,SHIPPED,2024-08-20 16:15:14
424,156.0,NORTH,PLACED,2024-12-28 00:49:31
425,105.0,EAST,DELIVERED,2024-11-10 17:35:49
426,449.0,SOUTH,PLACED,2024-10-14 16:05:28
427,155.0,WEST,PLACED,2025-01-21 07:22:36
428,351.0,EAST,CANCELLED,2026-04-07 21:40:45
429,511.0,WEST,DELIVERED,2026-01-28 22:30:13
430,33.0,NORTH,DELIVERED,2026-05-22 19:32:24
431,150.0,EAST,PLACED,2026-03-31 01:54:56
432,,WEST,PLACED,2024-12-24 16:02:11
433,,WEST,DELIVERED,2026-05-10 22:26:05
434,13.0,SOUTH,PLACED,2025-05-31 11:51:00
435,454.0,NORTH,SHIPPED,2025-01-07 07:40:46
436,472.0,SOUTH,PLACED,2025-08-07 20:48:16
437,399.0,EAST,DELIVERED,2024-12-06 19:25:44
438,44.0,NORTH,RETURNED,18-02-2025
439,493.0,SOUTH,DELIVERED,2025-05-12 13:32:14
440,54.0,NORTH,SHIPPED,2025-02-04 21:25:10
441,445.0,NORTH,DELIVERED,2024-12-13 14:31:14
442,283.0,NORTH,RETURNED,2025-06-09 01:05:56
443,249.0,NORTH,PLACED,2025-10-30 22:45:29
444,487.0,SOUTH,RETURNED,2025-05-21 02:04:13
445,92.0,SOUTH,SHIPPED,2025-08-28 21:52:01
446,94.0,EAST,RETURNED,2026-07-29 14:58:35
447,62.0,EAST,PLACED,19-12-2025
448,158.0,NORTH,RETURNED,2024-11-11 08:17:28
449,500.0,EAST,SHIPPED,2025-10-13 07:06:14
450,356.0,SOUTH,CANCELLED,2024-08-22 04:44:35
451,387.0,SOUTH,DELIVERED,2025-02-16 08:00:50
452,41.0,WEST,CANCELLED,2025-10-13 19:40:29
453,302.0,WEST,RETURNED,2024-12-31 00:22:31
454,581.0,EAST,SHIPPED,2025-04-14 00:32:46
455,480.0,SOUTH,DELIVERED,2024-09-28 02:39:00
456,544.0,WEST,SHIPPED,2025-03-23 06:26:07
457,270.0,EAST,RETURNED,2025-07-24 07:20:35
458,1.0,WEST,RETURNED,2026-02-26 11:04:08
459,190.0,EAST,PLACED,2026-03-31 08:41:41
460,245.0,NORTH,DELIVERED,2025-12-29 22:06:05
461,552.0,SOUTH,CANCELLED,2025-09-16 16:03:57
462,510.0,SOUTH,RETURNED,2025-11-24 18:34:38
463,290.0,WEST,DELIVERED,2025-12-16 10:00:45
464,330.0,NORTH,PLACED,2025-09-15 23:51:44
465,69.0,SOUTH,PLACED,2024-12-22 08:45:57
466,33.0,NORTH,SHIPPED,2025-08-17 14:39:19
467,197.0,NORTH,PLACED,2025-10-23 03:08:09
468,398.0,EAST,CANCELLED,2024-09-12 17:43:11
469,376.0,NORTH,SHIPPED,2024-08-15 18:38:24
