item_id,order_id,product_id,quantity,unit_price,discount_percent
237,600,523,3,10097.46,47
238,547,577,1,1709.02,25
239,716,126,2,52774.1,17
240,900,443,2,2327.42,20
241,906,351,3,46287.91,45
242,464,280,2,37544.33,20
243,350,216,4,14558.98,21
244,17,137,1,36610.36,0
245,924,10,2,41971.58,44
246,721,501,4,44953.77,50
247,898,80,-5,35157.98,42
248,456,127,3,539.0,24
249,848,367,4,4699.35,49
250,832,9,1,17819.49,12
251,456,10,2,46350.06,48
252,288,367,2,4559.33,39
253,641,311,2,52314.39,31
254,991,372,1,41238.62,45
255,724,215,1,2778.28,40
256,406,114,3,51682.92,31
257,175,566,2,29617.17,36
258,689,579,2,43205.0,8
259,764,67,2,58162.03,36
260,877,234,-5,48086.68,17
261,197,24,5,28760.79,43
262,574,465,1,33617.79,41
263,690,54,3,28207.56,26
264,281,125,5,18547.2,23
265,530,45,2,15367.86,26
266,546,460,3,38683.74,12
267,343,84,5,36149.77,47
268,232,434,1,30758.95,12
269,169,338,3,54376.51,40
270,100,29,4,27449.97,1
271,607,343,3,45845.07,30
272,245,349,1,1364.96,33
273,814,243,1,24687.69,39
274,450,98,4,47232.01,5
275,998,63,1,53918.84,44
276,67,131,-1,30892.91,28
277,57,309,5,67084.56,4
278,105,58,5,3176.15,24
279,412,99,5,26469.66,14
280,886,11,4,15361.34,50
281,439,104,3,20215.12,43
282,802,27,4,40844.66,37
283,198,111,1,41593.79,45
284,70,199,5,4304.02,32
285,263,364,4,60040.51,39
286,456,191,2,17569.7,2
287,62,131,3,28075.73,32
288,983,367,3,5351.92,34
289,795,150,2,17686.14,38
290,352,299,3,54197.09,33
291,601,149,1,51527.31,35
292,880,56,-4,42005.45,12
293,656,207,1,50321.24,42
294,488,479,-5,6404.05,37
295,580,344,-5,14209.49,21
296,167,108,4,58701.25,2
297,508,225,1,57128.97,44
298,236,478,-5,37119.41,30
299,753,340,4,42608.16,11
300,846,7,3,52474.05,22
301,31,569,-1,25864.98,28
302,200,600,3,41043.97,1
303,204,203,3,44513.91,16
304,737,179,3,41237.3,15
305,183,201,1,35548.74,16
306,933,104,1,21288.16,8
307,389,114,3,57397.79,19
308,468,246,3,20577.75,42
309,176,540,5,20429.24,45
310,67,122,2,72257.51,8
311,814,195,2,62279.9,44
312,384,326,5,47526.84,40
313,251,48,5,64868.71,34
314,302,153,3,16076.06,40
315,815,287,2,35283.95,37
316,908,501,2,47539.97,50
317,482,67,2,62973.83,48
318,904,522,-3,3111.47,29
319,184,330,3,23644.05,30
320,733,507,4,19806.12,25
321,654,598,1,41056.17,12
322,463,241,4,17805.76,27
323,911,387,5,17510.28,23
324,261,564,1,52221.83,5
325,303,456,5,21842.15,37
326,43,477,5,25155.34,27
327,462,479,4,5876.71,31
328,325,280,4,30529.45,28
329,240,272,1,14740.22,5
330,302,514,5,8484.05,5
331,805,284,2,6493.48,4
332,369,40,5,34150.54,12
333,692,338,3,59013.58,49
334,700,282,2,60362.39,8
335,876,557,3,41299.79,19
336,289,355,4,56181.31,37
337,776,13,4,55379.58,48
338,975,153,4,15970.97,46
339,768,215,4,2813.77,37
340,805,566,4,30161.53,29
341,349,88,3,58348.7,27
342,789,428,2,55030.97,35
343,31,384,2,11396.3,8
344,313,10,4,47242.48,22
345,348,231,4,45840.9,48
346,414,551,3,19052.7,1
347,582,33,2,18229.29,21
348,582,588,4,17469.01,13
349,972,401,1,32864.91,12
350,487,112,3,15979.49,28
351,655,312,1,16161.53,43
352,567,182,1,55050.97,38
353,501,28,2,31347.61,24
354,291,211,2,21542.53,33
355,72,466,-1,278.7,0
356,176,335,4,12426.17,7
357,133,550,4,7908.91,4
358,399,212,2,43324.02,19
359,443,487,2,9696.74,19
360,602,208,5,34617.04,29
361,283,207,1,60893.7,28
362,66,409,5,7665.32,33
363,337,583,4,11412.16,36
364,41,94,3,6542.43,29
365,356,305,4,4651.5,11
366,426,256,2,14677.02,46
367,443,469,4,19768.48,11
368,716,583,-1,11175.21,2
369,246,162,3,49310.68,34
370,299,69,2,61817.67,26
371,781,567,1,28761.33,4
372,774,108,5,56927.54,20
373,420,462,2,29455.93,32
374,46,474,1,151.02,44
375,692,473,-4,57515.68,25
376,877,200,4,23238.37,16
377,118,140,3,16598.26,29
378,497,473,1,52661.27,42
379,249,449,2,63758.47,17
380,862,166,2,54800.52,38
381,103,182,3,44240.44,47
382,401,173,1,61508.53,0
383,694,280,2,35105.92,11
384,222,36,5,44201.8,44
385,49,536,1,21841.79,19
386,455,54,5,24415.15,49
387,387,207,2,50859.89,15
388,205,94,1,6109.74,0
389,346,197,1,1914.55,6
390,817,172,2,7681.13,32
391,111,335,3,13102.45,12
392,640,213,5,639.14,27
393,124,238,2,52108.48,20
394,178,16,-4,45050.86,0
395,399,218,4,36343.34,42
396,835,286,5,7361.27,4
397,907,224,4,19523.29,38
398,512,105,5,59170.88,36
399,176,258,1,15661.02,40
400,714,398,2,11191.98,40
401,780,326,4,42115.37,1
402,624,600,4,46016.23,40
403,760,239,5,45157.07,0
404,239,22,5,51075.35,7
405,317,243,4,24558.13,39
406,82,62,2,14475.94,18
407,207,156,4,17551.92,2
408,244,455,3,45299.12,20
409,660,41,5,34229.53,26
410,664,296,1,26789.64,46
411,340,351,2,36684.13,3
412,929,255,2,62806.66,24
413,534,330,2,23044.08,0
414,67,504,1,21326.78,3
415,650,145,2,2237.75,11
416,607,563,2,11906.71,5
417,437,479,3,5421.31,12
418,251,435,2,28470.56,19
419,293,591,4,68327.58,12
420,279,493,1,18452.57,23
421,408,387,2,19398.54,27
422,518,444,2,12127.56,50
423,494,21,4,7043.4,5
424,778,308,5,14387.05,35
425,745,180,3,38362.06,19
426,465,291,4,49437.88,30
427,74,342,2,58167.46,12
428,159,195,1,52419.24,32
429,748,384,4,10803.96,26
430,963,405,3,49589.21,19
431,657,73,4,14214.0,7
432,395,580,2,14683.54,27
433,981,262,3,39348.52,31
434,651,378,1,7075.72,27
435,754,253,2,30563.91,23
436,647,29,2,25978.09,29
437,967,151,3,44590.8,37
438,975,166,1,43778.33,5
439,660,394,4,12392.22,5
440,531,194,4,48145.25,27
441,259,310,5,23812.94,42
442,908,392,5,26405.95,26
443,771,92,1,26320.22,49
444,817,353,2,27779.81,13
445,953,408,3,33818.66,10
446,836,504,1,16393.12,49
447,714,428,5,54654.07,18
448,751,442,2,4945.92,11
449,721,138,2,2941.78,32
450,972,113,4,45042.81,13
451,191,206,1,60509.04,48
452,197,266,4,45892.98,39
453,112,171,1,42274.65,24
454,128,284,1,7049.14,37
455,241,490,4,47042.55,6
456,10,63,3,60373.87,0
457,682,597,1,37002.23,33
458,811,8,4,24718.22,48
459,273,498,4,27151.48,38
460,440,345,3,34779.94,21
461,323,246,3,19742.91,24
462,626,59,3,55637.05,6
463,4,468,4,27726.72,8
464,27,126,5,46006.91,44
465,770,255,3,59886.24,43
466,675,487,5,9145.7,12
467,4,330,1,24425.82,2
468,993,334,4,33070.06,31
469,410,84,3,32291.04,30
470,675,103,4,11787.13,12
471,730,147,5,28968.36,50
472,878,517,1,56124.08,50
473,90,309,5,74258.28,29
474,173,457,1,10992.0,34
475,247,250,2,34324.25,42
476,717,92,1,24755.65,45
477,30,165,3,49654.4,49
478,288,226,3,36432.64,42
479,127,140,5,16419.93,31
480,93,341,2,72924.49,49
481,947,67,3,60430.55,45
482,761,391,5,28327.49,27
483,828,239,2,40714.05,18
484,90,115,1,49546.2,37
485,960,193,1,41550.79,8
486,874,321,4,6273.17,0
487,319,64,5,30282.4,24
488,434,328,3,39233.79,50
489,130,533,5,66667.96,6
490,405,10,5,47799.25,20
491,149,304,2,27324.74,29
492,151,291,2,52198.01,44
493,36,328,3,35969.69,44
494,127,281,5,53328.16,13
495,507,299,4,40918.92,21
496,157,216,2,13543.95,3
497,946,184,4,36048.43,19
498,835,164,1,62632.43,21
499,433,485,3,25874.77,25
500,74,541,3,25121.96,12
501,718,562,4,14823.32,20
502,771,595,1,24326.65,45
503,312,469,2,17966.64,28
504,713,495,3,61871.15,13
505,224,201,1,37810.24,36
506,105,152,4,36797.56,27
507,696,173,1,51165.2,30
508,184,54,1,33062.19,41
509,347,445,2,52208.17,25
510,251,35,1,49774.32,31
511,310,177,4,15922.26,50
512,687,92,4,28097.99,41
513,392,282,4,54452.7,7
514,120,85,1,61825.21,42
515,931,522,2,2655.98,36
516,587,492,3,26534.86,6
517,814,186,4,58919.91,41
518,720,445,3,51349.37,6
519,334,66,5,24586.08,44
520,21,404,5,38193.16,50
521,832,543,4,35902.46,37
522,552,128,2,16142.66,7
523,186,185,1,38903.87,20
524,126,41,2,32135.25,41
525,166,90,5,42588.14,48
526,36,87,1,32715.47,23
527,990,558,2,6581.14,42
528,1,255,3,52297.37,33
529,927,301,5,34847.4,36
530,503,321,5,6902.7,22
531,621,552,5,9430.06,6
532,679,46,2,451.09,9
533,307,221,2,26990.42,13
534,606,368,3,25227.91,39
535,433,77,5,29756.92,24
536,666,168,4,1786.52,16
537,693,436,2,45611.37,4
538,645,276,2,47580.78,36
539,674,524,5,43196.87,9
540,324,445,4,42915.71,38
541,254,80,3,36342.25,7
542,701,562,4,14660.05,40
543,92,372,3,48005.43,9
544,890,232,3,13452.25,24
545,993,228,4,22881.64,50
546,948,127,2,474.47,19
547,603,502,1,38572.95,44
548,586,289,5,3602.39,6
549,919,50,2,9762.02,48
550,399,186,3,64784.1,43
551,992,545,5,15940.32,25
552,489,131,3,23234.18,32
553,731,160,2,36924.22,36
554,754,274,1,26473.9,40
555,998,380,2,6269.49,26
556,724,469,2,17220.37,22
557,818,480,-5,29023.07,27
558,534,235,3,62341.73,5
559,971,313,4,30160.53,5
560,650,82,1,31529.07,5
561,170,590,1,45740.71,18
562,568,505,-1,29955.16,27
563,694,521,2,32930.04,32
564,702,546,1,44260.17,39
565,195,8,4,25452.52,47
566,354,251,5,62182.49,2
567,622,460,2,48081.91,48
568,537,231,2,40780.1,8
569,527,362,1,41803.34,24
570,175,383,1,55916.58,43
571,256,553,1,36729.81,30
572,301,272,2,13048.35,40
573,583,404,2,39323.64,41
574,528,37,4,4506.57,31
575,59,365,1,16288.57,21
576,306,363,1,52984.17,46
577,191,412,3,26695.07,27
578,504,203,1,49917.27,9
579,421,127,4,399.23,49
580,673,257,2,41650.47,23
581,307,374,4,6109.71,34
582,832,276,1,51356.6,42
583,860,450,2,43454.63,47
584,445,6,3,50208.77,45
585,204,114,2,47257.5,8
586,405,432,3,22969.11,10
587,683,204,4,34688.62,17
588,122,432,4,20761.7,43
589,732,131,3,29478.18,49
590,903,410,5,35570.19,47
591,864,399,2,53939.65,6
592,812,22,2,42292.41,32
593,14,243,1,24005.41,21
594,440,9,4,17916.56,18
595,498,85,4,57216.38,9
596,747,524,2,44463.16,49
597,118,270,2,12736.87,27
598,204,486,1,53417.76,32
599,626,186,2,68181.12,37
600,645,153,2,15396.42,25
601,40,281,2,60775.2,27
602,19,205,1,10307.82,24
603,418,538,3,21314.78,14
604,228,345,4,32726.05,32
605,438,53,3,15647.85,23
606,288,360,4,54033.57,3
607,187,42,1,20669.97,47
608,330,218,3,39426.46,38
609,104,442,-2,5074.14,31
610,373,343,3,43770.53,42
611,14,566,2,26762.79,47
612,830,371,5,23417.61,23
613,244,283,2,35284.97,5
614,909,109,-2,3082.5,38
615,124,43,5,60058.99,41
616,838,196,2,53023.85,6
617,77,560,5,50972.57,46
618,486,207,5,56493.77,2
619,131,197,4,2127.2,16
620,913,574,3,57972.82,28
621,645,121,4,3107.96,26
622,537,516,1,15951.94,17
623,714,133,3,1028.86,36
624,63,195,4,61567.86,34
625,892,526,1,33376.43,48
626,522,394,5,12655.06,25
627,622,279,2,26762.72,10
628,586,224,5,22051.64,50
629,526,467,5,43952.95,33
630,266,311,2,53403.11,17
631,566,122,2,59153.62,34
632,244,299,1,49380.08,17
633,950,137,3,39494.42,3
634,658,255,2,61432.57,0
635,665,356,5,28170.88,20
636,86,563,3,13843.51,26
637,920,302,3,34491.7,40
638,836,11,3,14554.33,17
639,181,263,1,65032.52,49
640,962,598,1,48211.75,44
641,392,264,5,30967.83,28
642,226,333,3,51064.78,40
643,828,405,2,50570.52,46
644,744,445,3,44808.4,30
645,96,508,2,28153.48,11
646,194,584,4,26597.0,11
647,664,289,1,3649.02,11
648,838,404,5,31452.52,9
649,74,437,-2,31451.72,41
650,994,413,1,8188.05,8
651,745,13,5,46360.93,24
652,22,113,1,47709.09,41
653,958,45,2,16474.32,5
654,275,147,5,22076.34,0
655,981,109,5,3179.7,21
656,874,88,2,46883.24,48
657,577,455,2,48018.04,30
658,159,250,1,38709.26,17
659,643,557,1,41489.54,2
660,106,558,3,5916.43,26
661,146,2,2,49237.67,27
662,395,151,3,50659.63,14
663,944,394,1,11624.0,7
664,230,105,3,51919.98,39
665,342,122,3,73065.0,5
666,918,45,5,15940.04,27
667,544,343,5,44838.76,27
668,154,309,5,70887.21,22
669,897,107,3,11434.56,42
670,378,272,1,16777.73,9
671,797,151,3,43108.6,28
672,739,490,1,39350.93,27
673,983,286,2,6703.89,8
674,187,395,3,45143.78,27
675,493,424,5,27643.44,21
676,142,252,4,3446.63,31
677,552,547,4,17949.36,14
678,394,86,5,45219.56,33
679,592,225,1,50325.39,0
680,209,18,3,1174.45,8
681,944,113,1,49717.65,23
682,870,143,3,62978.68,35
683,996,432,2,18626.56,14
684,58,142,1,40604.04,45
685,147,387,1,20756.19,27
686,381,56,1,46335.65,4
687,489,162,1,39324.23,9
688,81,251,1,50021.5,26
689,154,187,4,10809.73,47
690,541,307,4,2917.97,21
691,455,14,3,45154.59,3
692,903,33,-5,21980.01,32
693,165,12,4,5049.64,43
694,971,466,5,309.33,16
695,942,586,5,51159.44,14
696,434,161,3,50638.32,33
697,387,129,2,38413.64,3
698,225,402,2,47110.31,35
699,620,80,4,40802.44,41
700,658,415,4,20380.66,23
701,663,435,2,25620.56,6
702,80,372,5,48015.31,21
703,29,246,3,16838.96,6
704,67,217,5,27899.51,19
705,193,565,2,63864.08,2
706,247,276,1,51182.1,36
707,46,578,4,3381.32,20
708,96,317,1,22542.54,48
709,290,408,5,36130.93,48
710,401,365,2,16710.25,6
711,340,418,5,36987.43,49
712,154,25,5,64530.05,30
713,601,39,3,56388.17,43
714,475,81,-1,26159.55,14
715,906,221,-2,28332.49,10
716,987,514,5,9630.89,38
717,668,536,3,22237.25,8
718,348,298,3,8123.05,27
719,41,397,2,6844.34,39
720,622,77,2,32845.86,31
721,100,16,2,46537.45,19
722,561,90,4,40284.39,20
723,174,303,2,52842.54,36
724,373,362,1,37170.87,45
725,791,472,3,58606.79,16
726,782,453,2,43447.59,36
727,500,41,3,34879.21,25
728,419,133,4,1147.11,39
729,975,322,3,21444.63,26
730,519,461,3,51652.27,43
731,44,59,2,52975.31,35
732,9,159,1,16784.82,10
733,584,409,1,6405.89,29
734,686,96,3,37534.05,41
735,548,477,1,21160.91,46
736,111,407,4,38831.93,21
737,67,325,3,15988.61,31
738,218,488,1,10041.39,2
739,559,160,4,36960.52,13
740,328,582,1,63304.46,49
741,390,64,3,32623.04,30
742,219,56,2,49122.69,48
743,701,434,3,25181.53,11
744,86,146,1,53584.74,5
745,306,463,4,24653.97,42
746,915,266,2,51499.83,5
747,917,439,3,36067.16,19
748,169,204,3,34522.58,30
749,487,549,2,12339.19,27
750,364,585,4,25223.98,35
751,802,204,1,32472.72,37
752,632,149,3,58886.73,46
753,761,325,1,12378.44,29
754,957,152,4,35941.39,7
755,812,417,3,3047.87,0
756,462,129,4,41321.9,37
757,100,38,2,28803.72,12
758,431,560,-2,55225.29,13
759,357,215,2,3509.75,36
760,979,15,3,70388.36,1
761,310,315,5,49746.57,7
762,717,512,4,44833.68,22
763,361,556,4,2161.6,48
764,344,117,2,45692.25,23
765,182,567,5,22367.11,27
766,391,292,4,23407.18,44
767,636,102,1,22064.49,6
768,92,17,5,26479.05,6
769,509,558,1,7017.67,32
770,596,34,3,49519.66,13
771,229,466,5,279.81,12
772,877,481,1,32271.52,50
773,936,476,4,6961.41,41
774,721,406,1,43879.31,50
775,230,520,3,53983.81,42
776,271,315,4,47715.05,0
777,922,425,1,41638.97,9
778,810,384,5,12226.93,38
779,326,344,2,17282.51,27
780,248,570,4,36485.35,41
781,403,53,5,17393.42,40
782,400,178,4,57793.82,33
783,163,448,2,43341.18,8
784,517,122,5,70299.43,48
785,643,267,5,46032.05,20
786,209,96,1,32395.83,0
787,644,157,1,28781.34,34
788,943,81,5,22129.71,47
789,752,134,4,19811.93,49
790,367,192,2,11588.9,14
791,305,199,5,5373.26,46
792,799,388,3,64389.55,17
793,85,148,1,51082.26,37
794,888,106,1,56264.99,38
795,126,110,2,14498.52,11
796,96,80,4,45444.84,13
797,401,104,4,21074.15,26
798,76,499,1,35212.25,26
799,385,322,4,26932.07,11
800,306,11,2,16712.94,40
801,622,33,1,23391.2,22
802,496,560,1,47931.75,47
803,261,125,2,19351.71,34
804,24,531,5,20575.07,13
805,888,374,1,6120.41,1
806,336,142,2,30993.43,44
807,963,130,3,14463.1,12
808,977,95,3,50092.84,41
809,302,479,4,5927.15,25
810,945,198,3,28293.02,43
811,867,288,4,7627.52,50
812,785,320,2,23504.64,46
813,500,444,4,10782.62,47
814,279,327,5,34587.48,24
815,440,205,5,8849.25,40
816,840,66,4,24438.3,2
817,982,524,3,49464.71,18
818,619,544,3,35807.9,7
819,185,331,4,56881.74,22
820,252,75,2,10094.9,23
821,149,322,1,20885.65,44
822,12,337,2,60679.15,50
823,330,239,5,38104.61,18
824,617,218,5,36311.13,35
825,285,77,5,36071.76,26
826,699,446,3,8194.71,12
827,202,51,-4,50502.36,17
828,432,123,1,20500.87,38
829,335,393,2,40183.4,18
830,19,590,1,59086.66,18
831,135,413,1,8592.29,33
832,41,346,1,36001.79,6
833,850,426,3,48388.93,48
834,355,410,1,33835.22,20
835,506,49,4,13212.11,29
836,506,125,3,21263.71,6
837,30,230,1,41786.8,8
838,108,331,4,47812.6,5
839,196,378,5,7780.31,44
840,889,54,3,32202.84,2
841,114,50,3,8988.97,21
842,705,389,3,13598.58,8
843,598,472,1,45118.73,9
844,772,599,4,39950.03,42
845,126,535,5,55775.22,30
846,678,502,3,36137.28,46
847,495,232,1,14690.06,18
848,729,85,3,63147.84,15
849,676,211,1,20012.71,31
850,62,218,1,41854.66,29
851,839,395,2,47619.59,21
852,214,541,5,29894.68,48
853,968,320,4,22584.04,32
854,109,134,2,21464.07,24
855,999,464,5,26371.73,49
856,410,193,1,37861.92,10
857,703,315,5,47367.74,9
858,473,110,1,14298.19,29
859,192,274,1,23282.68,33
860,464,361,3,53024.51,35
861,87,363,4,56963.27,25
862,515,442,5,5211.84,28
863,280,379,1,25189.19,24
864,750,433,2,11243.24,25
865,181,283,5,35529.64,33
866,444,112,1,16349.34,7
867,225,118,-1,55666.65,36
868,273,245,1,62669.0,17
869,232,415,4,21975.28,14
870,752,275,4,7093.01,50
871,209,356,3,26154.95,18
872,752,4,1,42684.62,44
873,638,489,3,45307.56,44
874,245,175,3,48734.81,10
875,192,341,4,57278.13,0
876,683,486,4,47735.83,11
877,998,271,1,54673.28,48
878,874,10,5,41161.92,30
879,598,2,4,64311.03,30
880,113,47,1,26669.68,18
881,856,234,5,44966.24,48
882,151,97,1,59122.51,47
883,344,464,4,28160.44,34
884,264,499,3,37043.97,0
885,848,362,3,45590.55,33
886,794,496,1,36705.1,33
887,746,22,2,54273.2,14
888,676,146,3,57552.81,15
889,592,442,3,4996.47,5
890,199,387,1,22378.38,40
891,696,558,4,7751.49,33
892,180,272,3,17247.75,25
893,604,428,3,52798.49,2
894,594,533,3,71525.13,7
895,444,466,5,332.27,50
896,356,296,1,33448.45,31
897,950,151,4,51039.85,33
898,990,297,5,45213.34,10
899,311,499,3,33479.41,18
900,16,465,1,27049.32,37
901,127,55,-4,7064.44,27
902,361,1,1,59784.69,22
903,900,291,5,50978.03,49
904,575,159,1,19117.28,9
905,751,202,4,49009.89,5
906,298,225,1,54337.41,22
907,255,396,4,20609.97,6
908,915,268,3,57330.37,11
909,578,447,3,58550.32,8
910,700,205,3,8229.75,35
911,205,309,3,56343.13,36
912,950,473,5,54535.73,50
913,897,448,1,43934.84,28
914,711,321,5,6948.14,45
915,367,480,3,30369.17,26
916,985,421,4,35026.5,35
917,28,432,1,22056.0,39
918,929,310,2,21331.77,23
919,131,557,5,54314.21,3
920,774,403,2,28387.11,0
921,474,531,4,21033.56,5
922,57,277,1,39433.68,6
923,842,298,5,7781.12,21
924,886,63,1,60178.6,43
925,524,55,2,7550.94,35
926,759,508,2,26084.58,43
927,656,159,3,18648.3,46
928,960,7,4,64143.74,12
